,Previous_10_Left_Choice,Previous_10_Right_Choice,Previous_10_Left_Reward,Previous_10_Right_Reward,Streak,5_Port,5_Reward,5_ITI,5_trialDuration,4_Port,4_Reward,4_ITI,4_trialDuration,3_Port,3_Reward,3_ITI,3_trialDuration,2_Port,2_Reward,2_ITI,2_trialDuration,1_Port,1_Reward,1_ITI,1_trialDuration,0_ITI,0_trialDuration,Decision
5619,0.0,10.0,0.0,8.0,-1.0,0.0,1.0,2.965,0.31,0.0,1.0,4.069,0.353,0.0,1.0,4.325,0.34700000000000003,0.0,1.0,3.127,0.32,0.0,0.0,1.869,0.35600000000000004,1.056,0.667,1.0
5620,1.0,9.0,0.0,7.0,-2.0,0.0,1.0,4.069,0.353,0.0,1.0,4.325,0.34700000000000003,0.0,1.0,3.127,0.32,0.0,0.0,1.869,0.35600000000000004,1.0,0.0,1.056,0.667,1.756,0.48700000000000004,1.0
5621,2.0,8.0,0.0,7.0,-3.0,0.0,1.0,4.325,0.34700000000000003,0.0,1.0,3.127,0.32,0.0,0.0,1.869,0.35600000000000004,1.0,0.0,1.056,0.667,1.0,0.0,1.756,0.48700000000000004,25.175,0.609,0.0
5622,2.0,8.0,0.0,6.0,-4.0,0.0,1.0,3.127,0.32,0.0,0.0,1.869,0.35600000000000004,1.0,0.0,1.056,0.667,1.0,0.0,1.756,0.48700000000000004,0.0,0.0,25.175,0.609,1.345,0.47700000000000004,0.0
5623,2.0,8.0,0.0,6.0,1.0,0.0,0.0,1.869,0.35600000000000004,1.0,0.0,1.056,0.667,1.0,0.0,1.756,0.48700000000000004,0.0,0.0,25.175,0.609,0.0,1.0,1.345,0.47700000000000004,1.482,0.374,0.0
5624,2.0,8.0,0.0,6.0,2.0,1.0,0.0,1.056,0.667,1.0,0.0,1.756,0.48700000000000004,0.0,0.0,25.175,0.609,0.0,1.0,1.345,0.47700000000000004,0.0,1.0,1.482,0.374,3.2319999999999998,0.599,0.0
5625,2.0,8.0,0.0,6.0,3.0,1.0,0.0,1.756,0.48700000000000004,0.0,0.0,25.175,0.609,0.0,1.0,1.345,0.47700000000000004,0.0,1.0,1.482,0.374,0.0,1.0,3.2319999999999998,0.599,3.478,0.32799999999999996,0.0
5626,2.0,8.0,0.0,6.0,4.0,0.0,0.0,25.175,0.609,0.0,1.0,1.345,0.47700000000000004,0.0,1.0,1.482,0.374,0.0,1.0,3.2319999999999998,0.599,0.0,1.0,3.478,0.32799999999999996,2.659,0.297,0.0
5627,2.0,8.0,0.0,6.0,5.0,0.0,1.0,1.345,0.47700000000000004,0.0,1.0,1.482,0.374,0.0,1.0,3.2319999999999998,0.599,0.0,1.0,3.478,0.32799999999999996,0.0,1.0,2.659,0.297,4.52,0.44799999999999995,0.0
5628,2.0,8.0,0.0,5.0,-1.0,0.0,1.0,1.482,0.374,0.0,1.0,3.2319999999999998,0.599,0.0,1.0,3.478,0.32799999999999996,0.0,1.0,2.659,0.297,0.0,0.0,4.52,0.44799999999999995,1.7730000000000001,0.342,0.0
5629,2.0,8.0,0.0,6.0,1.0,0.0,1.0,3.2319999999999998,0.599,0.0,1.0,3.478,0.32799999999999996,0.0,1.0,2.659,0.297,0.0,0.0,4.52,0.44799999999999995,0.0,1.0,1.7730000000000001,0.342,2.499,0.295,0.0
5630,1.0,9.0,0.0,6.0,-1.0,0.0,1.0,3.478,0.32799999999999996,0.0,1.0,2.659,0.297,0.0,0.0,4.52,0.44799999999999995,0.0,1.0,1.7730000000000001,0.342,0.0,0.0,2.499,0.295,1.276,0.523,0.0
5631,0.0,10.0,0.0,7.0,1.0,0.0,1.0,2.659,0.297,0.0,0.0,4.52,0.44799999999999995,0.0,1.0,1.7730000000000001,0.342,0.0,0.0,2.499,0.295,0.0,1.0,1.276,0.523,2.238,0.27899999999999997,0.0
5632,0.0,10.0,0.0,7.0,-1.0,0.0,0.0,4.52,0.44799999999999995,0.0,1.0,1.7730000000000001,0.342,0.0,0.0,2.499,0.295,0.0,1.0,1.276,0.523,0.0,0.0,2.238,0.27899999999999997,1.37,0.304,0.0
5633,0.0,10.0,0.0,7.0,1.0,0.0,1.0,1.7730000000000001,0.342,0.0,0.0,2.499,0.295,0.0,1.0,1.276,0.523,0.0,0.0,2.238,0.27899999999999997,0.0,1.0,1.37,0.304,2.5639999999999996,0.28600000000000003,0.0
5634,0.0,10.0,0.0,7.0,2.0,0.0,0.0,2.499,0.295,0.0,1.0,1.276,0.523,0.0,0.0,2.238,0.27899999999999997,0.0,1.0,1.37,0.304,0.0,1.0,2.5639999999999996,0.28600000000000003,3.093,0.37200000000000005,0.0
5635,0.0,10.0,0.0,7.0,3.0,0.0,1.0,1.276,0.523,0.0,0.0,2.238,0.27899999999999997,0.0,1.0,1.37,0.304,0.0,1.0,2.5639999999999996,0.28600000000000003,0.0,1.0,3.093,0.37200000000000005,2.388,0.335,0.0
